ensembl	uniprot	cluster.cold	cluster.ctrl	description
Zm00001eb120090	A0A804MXY9	NA	4	Uncharacterized protein
Zm00001eb120750	B4FHG9	NA	7	Protein BZR1 homolog (Protein BRASSINAZOLE-RESISTANT 1 homolog)
Zm00001eb121380	A0A804MYJ5	NA	6	NAC domain-containing protein
Zm00001eb122550	A0A804MZ40	NA	6	HTH myb-type domain-containing protein
Zm00001eb123060	Q27YF3	NA	5	LOB transcription factor (Ramosa 2) (Ramosa2)
Zm00001eb125520	C0P560	NA	8	MYB transcription factor (Myb domain protein 62)
Zm00001eb126140	C0P834	NA	7	Homeobox-leucine zipper protein ANTHOCYANINLESS 2 (Homeodomain leucine zipper family IV protein)
Zm00001eb127970	B4FYX0	NA	7	Transcription factor Pur-alpha 1
Zm00001eb128760	A0A1D6MQP3	NA	5	Myb domain protein 56
Zm00001eb130180	Q9SYT6	NA	6	Homeobox protein liguleless 3 (Knotted class 1 homeodomain protein liguleless3)
Zm00001eb136460	A0A1D6MWU5	NA	7	Dof zinc finger protein
Zm00001eb138040	B6SYC5	NA	6	SPF1-like DNA-binding protein
Zm00001eb138370	B4G1M0	NA	7	ZF-HD dimerization-type domain-containing protein
Zm00001eb139250	A0A1D6MZ39	NA	7	SAP domain-containing protein
Zm00001eb139520	A0A1D6MZR6	NA	7	Transcription factor LHW
Zm00001eb144290	A0A804N947	NA	6	Two-component response regulator
Zm00001eb144450	A0A1D6N4D8	NA	5	BHLH-transcription factor 132
Zm00001eb144510	A0A1D6N4F3	NA	5	AP2-like ethylene-responsive transcription factor BBM
Zm00001eb145150	Q32SG3	NA	7	LOB domain-containing protein 6 (Protein ASYMMETRIC LEAVES 2) (Protein indeterminate gametophyte 1) (ZmIG1)
Zm00001eb145420	A0A060D6V3	NA	7	AP2 domain containing protein (AP2-EREBP transcription factor)
Zm00001eb145660	Q9AR51	NA	6	Floral homeotic protein PISTILLATA (Putative MADS-domain transcription factor)
Zm00001eb145820	A0A804N9Y3	NA	3	Homeobox-leucine zipper protein REVOLUTA
Zm00001eb147630	A8Y7W0	NA	2	Putative wuschel homeobox protein
Zm00001eb148190	A0A804NB19	NA	8	HTH myb-type domain-containing protein
Zm00001eb149680	C0P6K0	NA	4	HB transcription factor (WUSCHEL-related homeobox 13)
Zm00001eb150010	C4J4L1	NA	6	ABSCISIC ACID-INSENSITIVE 5-like protein 2
Zm00001eb150140	B4F9Y7	NA	6	Transcription factor GAMYB (OsGAMyb)
Zm00001eb150360	B4FBG8	NA	4	Uncharacterized protein
Zm00001eb152350	B6TZ02	NA	1	TCP family transcription factor containing protein (TCP transcription factor)
Zm00001eb157260	B6T7F9	NA	5	ANAC010 (NAC domain-containing protein 73)
Zm00001eb157620	A0A1D6NGI0	NA	7	GATA transcription factor 19
Zm00001eb157860	C0P5W6	NA	3	BZIP domain-containing protein
Zm00001eb158680	A0A060D8N7	NA	7	HB transcription factor (Homeobox-leucine zipper protein ATHB-4)
Zm00001eb159960	A0A1D6NJV9	NA	7	Transcription factor bHLH87
Zm00001eb160120	A0A096T152	NA	8	Protein EARLY HEADING DATE 2 (Protein RICE INDETERMINATE 1)
Zm00001eb164740	K7TQE6	NA	6	MYB transcription factor (Putative MYB DNA-binding domain superfamily protein)
Zm00001eb166400	A0A804NK16	NA	2	BHLH domain-containing protein
Zm00001eb168120	A0A804NKU4	NA	7	ZF-HD dimerization-type domain-containing protein
Zm00001eb169340	B4FIT4	NA	4	BHLH transcription factor
Zm00001eb170530	K7UAI8	NA	7	Putative HLH DNA-binding domain superfamily protein
Zm00001eb171720	C0PDK7	NA	7	HB transcription factor (Homeobox-leucine zipper protein MERISTEM L1) (Homeodomain leucine zipper family IV protein)
Zm00001eb172020	K7TT56	NA	6	Nuclear transcription factor Y subunit B-3
Zm00001eb173070	B4FRK4	NA	3	BHLH transcription factor
Zm00001eb174990	B4F7V9	NA	7	GAGA-binding transcriptional activator
Zm00001eb175190	A0A1B1MQB5	NA	7	Neighbor of tga1 (Squamosa promoter binding-like protein)
Zm00001eb179960	A0A1D6Q1P9	NA	7	Zinc-finger homeodomain protein 8
Zm00001eb181550	C0PJE6	NA	1	BZIP protein
Zm00001eb183200	A0A1D6Q3S3	NA	5	Agamous-like MADS-box protein AGL16
Zm00001eb183700	B6TBS0	NA	7	ANAC044
Zm00001eb184890	A0A1D6Q550	NA	6	Putative MYB DNA-binding domain superfamily protein
Zm00001eb187370	A0A1D6Q723	NA	7	B3 domain-containing transcription factor NGA2
Zm00001eb187720	K7TZI1	NA	4	Putative HLH DNA-binding domain superfamily protein
Zm00001eb187810	K7U386	NA	5	Myb-related protein Zm1
Zm00001eb188410	K7U7M4	NA	7	Putative homeobox DNA-binding domain superfamily protein
Zm00001eb189900	K7U8D5	NA	6	Homeobox-leucine zipper protein (HD-ZIP protein) (Homeodomain transcription factor)
Zm00001eb192320	K7U1E1	NA	6	Putative AP2/EREBP transcription factor superfamily protein
Zm00001eb192960	B4G1H0	NA	6	AP2-EREBP transcription factor (Ethylene response element binding protein) (Ethylene-responsive transcription factor RAP2-2)
Zm00001eb193330	G2J5S7	NA	7	HB transcription factor (Homeodomain leucine zipper family IV protein)
Zm00001eb193790	A0A804NXJ1	NA	2	MADS-box transcription factor 22
Zm00001eb194480	A0A1D6QEL9	NA	7	Transcription factor TCP14
Zm00001eb194770	K7U648	NA	7	E2F transcription factor-like E2FE
Zm00001eb195440	A0A804NYB3	NA	1	WRKY domain-containing protein
Zm00001eb195650	Q9FUZ7	NA	7	Protein SCARECROW (ZmSCR)
Zm00001eb195830	A0A804NYH6	NA	4	ZF-HD dimerization-type domain-containing protein
Zm00001eb197040	C0PCW0	NA	2	BZIP transcription factor family protein
Zm00001eb197370	B4FEK2	NA	5	B3 domain-containing protein
Zm00001eb198470	K7U3X9	NA	7	Putative bZIP transcription factor superfamily protein
Zm00001eb199780	K7U4J6	NA	7	Zinc finger protein WIP2
Zm00001eb201930	C4IZ84	NA	8	MYB transcription factor (Myb domain protein 60)
Zm00001eb202130	K7V4F4	NA	6	Putative HLH DNA-binding domain superfamily protein
Zm00001eb202260	B4FWJ9	NA	5	BZIP transcription factor (Transcription factor VIP1)
Zm00001eb204110	B4FIG3	NA	7	BHLH transcription factor (Transcription factor SPEECHLESS)
Zm00001eb204490	K7UA52	NA	7	Putative bZIP transcription factor superfamily protein
Zm00001eb207970	A0A804P4H1	NA	8	C2H2-type domain-containing protein
Zm00001eb208200	B4G0A3	NA	6	Transcription factor ABORTED MICROSPORES
Zm00001eb209070	B6UHQ6	NA	6	BZIP transcription factor (Ocs element-binding factor 1)
Zm00001eb209480	A0A804P5E9	NA	3	BHLH domain-containing protein
Zm00001eb209800	A0A1D6QUY6	NA	3	Peptidase C78 ubiquitin fold modifier-specific peptidase 1/ 2
Zm00001eb210530	A0A804P5Y2	NA	6	HSF-type DNA-binding domain-containing protein
Zm00001eb211350	A0A1D6GDW8	NA	3	Squamosa promoter-binding-like protein 1
Zm00001eb211700	A0A804P6J9	NA	7	Dof zinc finger protein
Zm00001eb213430	A0A1D6GG32	NA	7	Transcription factor TCP2
Zm00001eb213800	A0A1D6GGA5	NA	1	R2R3MYB-domain protein
Zm00001eb214170	A0A060D4J5	NA	4	Dof zinc finger protein
Zm00001eb215610	A0A804P8B9	NA	7	BHLH domain-containing protein
Zm00001eb216060	A0A1D6GJ08	NA	7	ZF-HD protein dimerization region containing protein
Zm00001eb217350	A0A1D6GKJ4	NA	5	BEL1-like homeodomain protein 3
Zm00001eb219030	A0A1D6GLQ1	NA	7	Dof zinc finger protein
Zm00001eb227180	B6TF72	NA	6	SBP transcription factor (SBP-transcription factor 25) (Squamosa promoter-binding-like protein 11)
Zm00001eb227800	A0A1D6GW76	NA	6	Protein SHI RELATED SEQUENCE 1
Zm00001eb228170	B4FT66	NA	6	BZIP transcription factor (Basic leucine zipper 19)
Zm00001eb228320	A0A804PDC3	NA	7	BHLH domain-containing protein
Zm00001eb229510	B4FB13	NA	4	Peptidase C78 ubiquitin fold modifier-specific peptidase 1/ 2
Zm00001eb229950	A0A804PEQ5	NA	6	BHLH domain-containing protein
Zm00001eb232050	B4FQY3	NA	3	SBP-transcription factor 27 (Squamosa promoter-binding-like protein 2)
Zm00001eb233670	A0A804PFE3	NA	7	SBP-type domain-containing protein
Zm00001eb234120	A0A1D6H2L2	NA	1	Putative WRKY transcription factor 40
Zm00001eb235640	B6T5Z6	NA	7	Ethylene-responsive transcription factor WIN1 (Ethylene-responsive element-binding protein 46) (AP2-EREBP transcription factor 46) (ZmEREB46)
Zm00001eb238140	C0HGX9	NA	7	BHLH transcription factor (Transcription factor SPEECHLESS)
Zm00001eb238570	A0A804PH44	NA	1	BZIP domain-containing protein
Zm00001eb238710	A0A1D6H648	NA	5	Homeodomain-like superfamily protein
Zm00001eb239380	B4FXG7	NA	5	Heat stress transcription factor C-1
Zm00001eb239430	A0A060CVD8	NA	1	AP2-EREBP transcription factor (Ethylene-responsive transcription factor ERF036)
Zm00001eb239680	B4FX36	NA	7	Homeobox protein ATH1
Zm00001eb241420	C0P9B0	NA	5	Ethylene-responsive transcription factor-like protein
Zm00001eb245040	A0A1D6HBE4	NA	7	DNA binding protein
Zm00001eb247080	B6SSL7	NA	5	Protein BABY BOOM 1
Zm00001eb247370	A0A1D6HD91	NA	8	R2R3MYB-domain protein
Zm00001eb249320	C4IZQ9	NA	8	Ethylene-responsive transcription factor ERF105
Zm00001eb250280	A0A804PLA5	NA	7	Myb family transcription factor
Zm00001eb250370	A0A1D6HFT2	NA	6	Transcription factor bHLH157
Zm00001eb251200	B4FD44	NA	7	BHLH domain-containing protein
Zm00001eb252180	B7ZWT7	NA	7	ZF-HD dimerization-type domain-containing protein
Zm00001eb252220	B4FAN2	NA	3	Dof zinc finger protein
Zm00001eb253350	A0A1D6HJ35	NA	1	Transcription factor BIM3
Zm00001eb253470	C0PAE8	NA	6	Homeobox-leucine zipper protein (HD-ZIP protein) (Homeodomain transcription factor)
Zm00001eb254600	A0A060CYI1	NA	7	TCP transcription factor (Transcription factor TCP14)
Zm00001eb255160	B6SIB9	NA	5	AP2 domain-containing protein
Zm00001eb255670	A0A804PMW6	NA	1	MADS-box transcription factor 22
Zm00001eb256420	G2J5S8	NA	7	Homeodomain leucine zipper family IV protein
Zm00001eb257170	A0A804PQX1	NA	5	AP2/ERF domain-containing protein
Zm00001eb265610	A0A804PS71	NA	6	AP2/ERF domain-containing protein
Zm00001eb265710	A8Y7V7	NA	7	HB transcription factor (Putative wuschel homeobox protein) (WUSCHEL-related homeobox 3)
Zm00001eb266360	K7UIU3	NA	6	MYB transcription factor
Zm00001eb266370	A0A1D6LHJ5	NA	6	Putative MYB DNA-binding domain superfamily protein
Zm00001eb266750	A0A1D6LHP6	NA	3	Dof zinc finger protein
Zm00001eb272230	B4F9S0	NA	3	BZIP transcription factor TRAB1
Zm00001eb273570	C0PHI8	NA	8	Transcription factor GAMYB
Zm00001eb274800	A0A1D6LQH3	NA	7	SBP-domain protein3
Zm00001eb276700	A0A1D6LSA3	NA	8	Putative AP2/EREBP transcription factor superfamily protein
Zm00001eb277820	A0A804PWU3	NA	3	HTH myb-type domain-containing protein
Zm00001eb278470	A0A1D6LTW8	NA	6	Putative HLH DNA-binding domain superfamily protein isoform 1
Zm00001eb278830	A0A1D6LUT5	NA	7	Zinc finger protein 8
Zm00001eb278870	G2J5S9	NA	7	Homeobox-leucine zipper protein HDG11 (Homeodomain leucine zipper family IV protein)
Zm00001eb279120	A0A1D6LVA4	NA	3	Putative bZIP transcription factor superfamily protein
Zm00001eb279580	B7ZYZ0	NA	3	Transcription factor TCP14
Zm00001eb280090	K7UGV9	NA	2	E2F transcription factor-like E2FE (E2F-DP transcription factor)
Zm00001eb280500	A0A1D6LWH9	NA	7	Fasciated Ear4 (Transcription factor PERIANTHIA)
Zm00001eb284910	A0A1D6M0X9	NA	7	Putative MYB DNA-binding domain superfamily protein
Zm00001eb285760	C0P7X8	NA	3	AP2/ERF domain-containing protein
Zm00001eb288060	B6SXT0	NA	4	BZIP transcription factor (DNA binding protein) (FAD/NAD(P)-binding oxidoreductase family protein)
Zm00001eb288400	A0A1D6M4M4	NA	3	Uncharacterized protein
Zm00001eb288970	A0A804Q207	NA	3	Uncharacterized protein
Zm00001eb289490	B4FGY4	NA	6	BHLH transcription factor (Transcription factor bHLH104)
Zm00001eb289860	D0RB04	NA	7	CAAT-box DNA binding protein
Zm00001eb291140	A0A1D6M6Y9	NA	5	Putative MYB DNA-binding domain superfamily protein
Zm00001eb291350	A0A804Q0H9	NA	3	HTH myb-type domain-containing protein
Zm00001eb291930	A0A1D6M7J8	NA	4	Scarecrow-like protein 32
Zm00001eb295920	A8Y7W3	NA	7	Putative wuschel homeobox protein
Zm00001eb296830	K7US38	NA	7	ZF-HD transcription factor
Zm00001eb297590	A0A804Q3F7	NA	5	RNA polymerase sigma factor sigE, chloroplastic/mitochondrial
Zm00001eb299300	A0A804Q4E1	NA	7	AP2/ERF domain-containing protein
Zm00001eb299420	B4F8C3	NA	6	HB transcription factor (Rough sheath1)
Zm00001eb301280	B6SVD5	NA	6	Heat shock factor protein HSF30 (Heat stress transcription factor A-6b)
Zm00001eb301520	B4FMK3	NA	6	BHLH transcription factor (Transcription factor bHLH7)
Zm00001eb303810	C0P4Y8	NA	5	Sister of indeterminate spikelet1
Zm00001eb305950	A0A804Q8T9	NA	6	RING/U-box superfamily protein
Zm00001eb306220	A0A804Q7S4	NA	6	HTH myb-type domain-containing protein
Zm00001eb309360	A0A804QAD5	NA	8	MYB-CC type transcription factor LHEQLE-containing domain-containing protein
Zm00001eb309370	B4F7W7	NA	2	MYB-CC type transfactor (Myb family transcription factor PHL7)
Zm00001eb309420	C0PFI4	NA	5	BZIP transcription factor
Zm00001eb311180	A0A060D1F1	NA	1	AP2-EREBP transcription factor (Ethylene-responsive transcription factor ERF056)
Zm00001eb312620	B6TFI1	NA	4	ZF-HD homeobox protein (Zinc-finger homeodomain protein 8)
Zm00001eb314580	A0A1D6I5M1	NA	7	Protein SHOOT GRAVITROPISM 5
Zm00001eb314790	A0A1D6I5R2	NA	7	Heat stress transcription factor B-4
Zm00001eb315330	A0A804QBE0	NA	7	BHLH domain-containing protein
Zm00001eb315380	B6UE42	NA	7	Barren stalk fastigiate1-related-1 (DNA-binding protein)
Zm00001eb315450	B6U5Z0	NA	7	ZF-HD protein dimerisation region containing protein (Zinc-finger homeodomain protein 2)
Zm00001eb315750	B4FAW9	NA	8	Homeobox-leucine zipper protein (HD-ZIP protein) (Homeodomain transcription factor)
Zm00001eb315870	A0A060CUY1	NA	5	BHLH transcription factor (Transcription factor bHLH76)
Zm00001eb316310	A0A060CZ89	NA	6	WRKY transcription factor
Zm00001eb316580	A0A1D6I6W9	NA	7	Zinc finger protein
Zm00001eb316730	C0P2W7	NA	6	EIL transcription factor (ETHYLENE INSENSITIVE 3-like 3 protein)
Zm00001eb316740	B4FXD9	NA	7	SBP transcription factor (Tassel sheath4)
Zm00001eb318730	A0A1D6I8V3	NA	4	Putative transcription factor PosF21
Zm00001eb319090	G2J5R7	NA	7	Homeodomain leucine zipper family IV protein
Zm00001eb320070	A0A1D6IAA3	NA	6	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein
Zm00001eb320950	A0A1D6IB26	NA	6	Protein NLP2
Zm00001eb322280	A0A1D6ICF4	NA	7	SBP domain containing protein
Zm00001eb322390	A0A1D6ICL0	NA	6	Dof zinc finger protein
Zm00001eb325550	A0A1D6IHW0	NA	2	Protein BZR1 homolog (Protein BRASSINAZOLE-RESISTANT 1 homolog)
Zm00001eb325760	B7ZZZ6	NA	6	WRKY transcription factor
Zm00001eb326020	C0PGA9	NA	7	GRAS transcription factor (Protein SHORT-ROOT)
Zm00001eb326550	A0A1D6IIN9	NA	3	Scarecrow-like protein 6
Zm00001eb327040	A0A1D6IJ33	NA	3	Agamous-like MADS-box protein AGL8
Zm00001eb327230	B4FNM1	NA	1	Nuclear transcription factor Y subunit
Zm00001eb328900	B7ZXV6	NA	7	Heat stress transcription factor B-4
Zm00001eb330680	B4FW26	NA	7	BZIP transcription factor (Basic leucine-zipper 52)
Zm00001eb330990	A0A1D6INR9	NA	5	WUSCHEL-related homeobox 11
Zm00001eb331170	C0HGY0	NA	5	Transcription factor TGA6
Zm00001eb331250	B4F809	NA	6	ABSCISIC ACID-INSENSITIVE 5-like protein 2 (BZIP transcription factor)
Zm00001eb332340	B4FMD2	NA	1	MYB-RELATED transcription factor (Myb-related transcription activator)
Zm00001eb333400	B4FLN7	NA	2	PUR ALPHA-1 (Transcription factor Pur-alpha 1)
Zm00001eb336160	C0PEE4	NA	6	Sequence-specific DNA binding transcription factor
Zm00001eb337700	A0A1D6FG97	NA	8	Protein EARLY HEADING DATE 2 (Protein RICE INDETERMINATE 1)
Zm00001eb339390	K7VRG4	NA	6	Protein NLP6
Zm00001eb339510	K7URN2	NA	1	Protein EARLY HEADING DATE 2 (Protein RICE INDETERMINATE 1)
Zm00001eb345600	K7V1X7	NA	7	BHLH transcription factor (Putative HLH DNA-binding domain superfamily protein)
Zm00001eb347600	A0A1D6FNX1	NA	5	Dehydration-responsive element-binding protein 2A
Zm00001eb347710	A0A804QR48	NA	6	BEL1-like homeodomain protein 9
Zm00001eb348490	B6TGZ0	NA	6	G-box-binding factor 4
Zm00001eb349730	A0A804QQT0	NA	6	SBP-type domain-containing protein
Zm00001eb350430	B8A1K5	NA	6	Transcription factor bHLH133
Zm00001eb352210	A0A804QT10	NA	6	HTH myb-type domain-containing protein
Zm00001eb353670	K7VHJ9	NA	2	Putative WRKY DNA-binding domain superfamily protein (WRKY transcription factor)
Zm00001eb355240	A0A804UH40	NA	6	AP2/ERF domain-containing protein
Zm00001eb355710	B4FS72	NA	4	Dof zinc finger protein
Zm00001eb358700	A0A804QU72	NA	3	HSF-type DNA-binding domain-containing protein
Zm00001eb358740	K7V3N0	NA	6	Putative WRKY DNA-binding domain superfamily protein (WRKY transcription factor)
Zm00001eb360340	A0A804QTQ9	NA	7	Transcription factor-like protein DPB
Zm00001eb362800	A0A804QTD1	NA	2	Protein IRON-RELATED TRANSCRIPTION FACTOR 2
Zm00001eb365420	A0A1D6G6T0	NA	6	Two-component response regulator
Zm00001eb366540	K7VN13	NA	8	Putative MYB DNA-binding domain superfamily protein
Zm00001eb367200	K7VNC3	NA	3	Putative homeobox DNA-binding domain superfamily protein
Zm00001eb368850	A0A804QY21	NA	6	WRKY domain-containing protein
Zm00001eb369160	B4FIZ9	NA	1	ABSCISIC ACID-INSENSITIVE 5-like protein 2
Zm00001eb369280	A0A804QX85	NA	5	Uncharacterized protein
Zm00001eb370720	A0A1D6GBD7	NA	4	BZIP-type transcription factor
Zm00001eb371980	K7W4V3	NA	1	G2-like1
Zm00001eb372490	B4FQS4	NA	4	TCP domain-containing protein
Zm00001eb373520	A0A804QWJ1	NA	7	Homeobox-leucine zipper protein ROC8
Zm00001eb374120	B4F8Y3	NA	6	BHLH transcription factor (Pi starvation-induced transcription factor1)
Zm00001eb374760	K7VE33	NA	7	Two-component response regulator
Zm00001eb377500	K7VB56	NA	1	Putative homeobox DNA-binding and leucine zipper domain family protein
Zm00001eb378270	B4FYC0	NA	3	GAGA-binding transcriptional activator
Zm00001eb378590	A0A1D6NWE2	NA	7	Scarecrow-like protein 28
Zm00001eb383050	A0A804R4P6	NA	7	BHLH domain-containing protein
Zm00001eb384240	C4IYV8	NA	7	Homeobox protein ATH1
Zm00001eb384320	A0A1D6P1P3	NA	4	Putative NAC domain transcription factor superfamily protein
Zm00001eb384820	A0A804R6A7	NA	3	Protein BZR1 homolog (Protein BRASSINAZOLE-RESISTANT 1 homolog)
Zm00001eb386370	K7WAF3	NA	7	Putative MYB DNA-binding domain superfamily protein
Zm00001eb386830	K7VF27	NA	6	Knotted related homeobox2
Zm00001eb387280	B4FTA8	NA	7	AP2-EREBP transcription factor (Floral homeotic protein APETALA 2)
Zm00001eb388300	A0A804R7L3	NA	7	BHLH domain-containing protein
Zm00001eb389360	B4F9Z9	NA	7	SBP-domain protein4 (Squamosa promoter-binding-like protein 13A)
Zm00001eb389400	A0A804R280	NA	5	AP2/ERF domain-containing protein
Zm00001eb389770	K7VBX7	NA	6	G2-like transcription factor (Putative MYB DNA-binding domain superfamily protein)
Zm00001eb389900	B4FLF9	NA	7	Nuclear transcription factor Y subunit C-2
Zm00001eb395050	B4FHQ5	NA	3	DNA binding protein
Zm00001eb395100	B4F7X2	NA	7	BZIP transcription factor (Basic leucine-zipper 52)
Zm00001eb395430	C4JAD9	NA	5	Putative homeobox DNA-binding domain superfamily protein
Zm00001eb397720	C0HFS0	NA	5	Uncharacterized protein
Zm00001eb399090	A0A804RB16	NA	3	BZIP domain-containing protein
Zm00001eb399180	K7VNU9	NA	8	Protein SHOOT GRAVITROPISM 5
Zm00001eb399440	A0A804RA79	NA	7	AP2/ERF domain-containing protein
Zm00001eb401450	A0A804RAC1	NA	2	Homeobox-leucine zipper protein (HD-ZIP protein) (Homeodomain transcription factor)
Zm00001eb401480	K7WGI1	NA	8	Putative HLH DNA-binding domain superfamily protein
Zm00001eb403500	A0A804RB37	NA	7	HTH myb-type domain-containing protein
Zm00001eb403750	Q9FR85	NA	8	M5 protein (MADS box protein 1) (MADS transcription factor) (MADS1) (SOC1)
Zm00001eb407720	A0A804RCT9	NA	7	SAP domain-containing protein
Zm00001eb408080	C4IYP4	NA	4	TCP transcription factor (Transcription factor TCP8)
Zm00001eb409460	A0A804RE40	NA	3	Uncharacterized protein
Zm00001eb411700	B4FFZ4	NA	6	BZIP domain-containing protein
Zm00001eb413100	B4FWZ1	NA	6	Nuclear transcription factor Y subunit C-2
Zm00001eb416530	B4FLJ6	NA	6	DNA binding protein (MYB-related transcription factor) (Myb-like transcription factor family protein)
Zm00001eb416980	A0A1D6J125	NA	7	Homeodomain leucine zipper family IV protein
Zm00001eb420910	A0A1D6J5I9	NA	8	Putative HLH DNA-binding domain superfamily protein
Zm00001eb424710	A0A060D160	NA	7	Putative WRKY DNA-binding domain superfamily protein (WRKY transcription factor)
Zm00001eb425660	A0A804RGS1	NA	5	Protein NLP2
Zm00001eb427380	A0A1D6JAX8	NA	7	Myb domain protein 17
Zm00001eb428740	A0A804UML4	NA	8	Homeodomain leucine zipper family IV protein
Zm00001eb428840	K7UL24	NA	6	Transcription factor bHLH157
Zm00001eb428890	A0A1D6JCB9	NA	4	Putative MYB DNA-binding domain superfamily protein
Zm00001eb429720	A0A804RIC3	NA	7	SBP-transcription factor 21
Zm00001eb429870	B4G0P7	NA	8	AP2-EREBP transcription factor (Ethylene-responsive transcription factor 1A)
Zm00001eb430130	A0A804RP90	NA	1	WRKY domain-containing protein
Zm00001eb431350	A0A1D6JEY8	NA	7	Homeodomain leucine zipper family IV protein
Zm00001eb431580	A0A1D6JF72	NA	6	Transcription factor bHLH112
Zm00001eb432100	A0A804UMV6	NA	4	AP2/ERF domain-containing protein
Zm00001eb432140	B6TH10	NA	3	WUSCHEL-related homeobox 4
Zm00001eb432520	K7TP97	NA	7	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein
Zm00001eb433840	B4FRV3	NA	5	Dof zinc finger protein
